id,comment_text,no_emotion,anger,disgust,fear,happiness,sadness,surprise
32,"""""""Listen, the number that you gave me 853-5…   That is their old number!""""""",0,1,0,0,0,0,0
33,"""""""Jenny’s been giving it out since they moved!""""""",0,1,0,0,0,0,0
34,"""""""Jenny! That is so Jenny!""""""",0,0,0,0,1,0,0
35,"""""""Hey listen umm, how would you like to get together?""""""",1,0,0,0,0,0,0
36,"""""""Say next Saturday?""""""",1,0,0,0,0,0,0
37,"""""""Okay, how about Sunday?""""""",1,0,0,0,0,0,0
38,"""""""Okay umm, the week after that?""""""",0,0,0,0,1,0,0
39,"""""""The week after that?""""""",0,0,0,0,1,0,0
40,"""""""Hey Chandler! Y’know that girl you went to college with who-who became a movie director?""""""",1,0,0,0,0,0,0
41,"""""""Oh yeah, Dana Keystone. She was in my Movement class.""""""",1,0,0,0,0,0,0
42,"""""""What’s a Movement class?""""""",1,0,0,0,0,0,0
43,"""""""It’s Chandler’s way of pretending he didn’t take mime.""""""",1,0,0,0,0,0,0
44,"""""""Oh well listen, anyway she’s directing the new Al Pacino movie. You gotta get me an audition!""""""",0,0,0,0,1,0,0
45,"""""""Oh, I don’t know man. I haven’t talked to her in like ten years.""""""",1,0,0,0,0,0,0
46,"""""""I am.""""""",1,0,0,0,0,0,0
47,"""""""Joey, what are you talking about? You’re a terrific actor.""""""",1,0,0,0,0,0,0
48,"""""""You really think so?""""""",0,0,0,0,0,0,1
49,"""""""Ugh, how can you even ask that question?!""""""",0,0,0,0,0,0,1
50,"""""""Ross! Get a shot of this. (He's carrying an issue of the""""""",0,0,0,0,0,0,1
51,"""""""Oh, okay, I'm having another one!""""""",0,0,0,1,0,0,0
52,"""""""Yeah, I love you. Okay, bye!  Hi!""""""",0,0,0,0,1,0,0
53,"""""""Hi!""""""",0,0,0,0,1,0,0
54,"""""""That was Alice's mom, she said she left five hours ago. She should be here by now!""""""",0,0,0,1,0,0,0
55,"""""""Oh, honey, don’t worry. She's gonna make it on time.""""""",1,0,0,0,0,0,0
56,"""""""Yeah.""""""",1,0,0,0,0,0,0
57,"""""""This one doesn't hurt either—Ooh, yes it does!""""""",0,0,0,0,0,0,1
58,"""""""Ow!""""""",0,1,0,0,0,0,0
59,"""""""Ow!""""""",0,1,0,0,0,0,0
60,"""""""Ow!""""""",0,1,0,0,0,0,0
61,"""""""Ow!""""""",0,1,0,0,0,0,0
62,"""""""Ooh!""""""",0,0,0,0,0,0,1
63,"""""""Oh, I was kinda hoping that was it.""""""",0,0,0,0,0,1,0
64,"""""""Hey, where are Monica and Rachel anyway?""""""",1,0,0,0,0,0,0
65,"""""""I guess I set up the video camera to try and entice Joey.""""""",1,0,0,0,0,0,0
66,"""""""But sadly I could not be enticed.""""""",0,0,0,0,1,0,0
67,"""""""Unbelievable! I mean you really kept Joey's underwear?! Why? Why would you do that?!""""""",0,0,1,0,0,0,0
68,"""""""I'm Monica. I'm disgusting. I stalk guys and keep their underpants.""""""",0,0,0,0,0,1,0
69,"""""""Well, I think we've all learned something about who's disgusting and who's not.""""""",0,1,0,0,0,0,0
70,"""""""Eh?""""""",1,0,0,0,0,0,0
71,"""""""All right, now, I'm going to get back to my bucket.""""""",1,0,0,0,0,0,0
72,"""""""I'm only eating the skin, so the chicken's up for grabs.""""""",1,0,0,0,0,0,0
73,"""""""So where are we going next?""""""",1,0,0,0,0,0,0
74,"""""""This witness won't return my calls so we're gonna see if we can surprise him coming home.""""""",1,0,0,0,0,0,0
75,"""""""Sur-surprise him? We're not, we're not gonna make anybody mad are we?""""""",0,0,0,1,0,0,0
76,"""""""Come on man!  Listen so uh, are you gonna squeeze the perps shoes a little bit before he lawyers up?""""""",0,0,0,0,1,0,0
77,"""""""It's a witness not a perp. And no one talks like that!""""""",0,1,0,0,0,0,0
78,"""""""Yeah, no one talks like that!""""""",0,1,0,0,0,0,0
79,"""""""Oh what? Like your Mr. Cop!""""""",0,1,0,0,0,0,0
80,"""""""Hey, I'm more cop than you two!""""""",0,1,0,0,0,0,0
81,"""""""How do you figure that?""""""",1,0,0,0,0,0,0
82,"""""""Hello! I'm in the front seat, okay? I'm Gary's partner!""""""",1,0,0,0,0,0,0
83,"""""""Ohh, okay, they gave you the old time pricing.""""""",1,0,0,0,0,0,0
84,"""""""Yeah.""""""",1,0,0,0,0,0,0
85,"""""""Well, what period is it from?""""""",1,0,0,0,0,0,0
86,"""""""Uh, it’s from yore. Like the days of yore. Y’know?""""""",1,0,0,0,0,0,0
87,"""""""Yes, yes I do.""""""",1,0,0,0,0,0,0
88,"""""""God, oh it’s just perfect!""""""",0,0,0,0,1,0,0
89,"""""""I bet it has a great story behind it too.""""""",0,0,0,0,1,0,0
90,"""""""Yes! That I know, this is from White Plains.""""""",0,0,0,0,1,0,0
91,"""""""White Plains. Oh, it sounds like such a magical place.""""""",0,0,0,0,1,0,0
92,"""""""So, you still don’t think I’m boyfriend material?""""""",0,1,0,0,0,0,0
93,"""""""Huh?""""""",1,0,0,0,0,0,0
94,"""""""I saw you checking me out during the game last night.""""""",1,0,0,0,0,0,0
95,"""""""I, umm, shut up!""""""",0,1,0,0,0,0,0
96,"""""""“Good-bye Phoebe and Ursula. I’ll miss you. P.S. Your Mom lives in Montauk.” You just wrote this!""""""",0,0,0,0,0,1,0
97,"""""""Well, it’s pretty much the gist. Well, except for the poem. You read the poem, right?""""""",1,0,0,0,0,0,0
98,"""""""Noooo!!""""""",0,0,0,0,0,1,0
99,"""""""All right, hang on!""""""",1,0,0,0,0,0,0
100,"""""""Rachel, it’s going to happen. Chandler is gonna move in here.""""""",1,0,0,0,0,0,0
101,"""""""But I""""""",0,0,0,0,0,1,0
102,"""""""What? Oh my God! I’m gonna miss you so much!""""""",0,0,0,0,0,1,0
103,"""""""I’m gonna miss you!""""""",0,0,0,0,0,1,0
104,"""""""I mean it’s the end of an era!""""""",0,0,0,0,0,1,0
105,"""""""I know!""""""",0,0,0,0,0,1,0
106,"""""""No-no, wait!""""""",1,0,0,0,0,0,0
107,"""""""Just let me finish, okay?""""""",0,0,0,0,0,1,0
108,"""""""This isn’t something that we just, we just impulsively decided in-in Vegas, this is something we both really want.""""""",1,0,0,0,0,0,0
109,"""""""And it""""""",1,0,0,0,0,0,0
110,"""""""It is? Really?""""""",0,0,0,0,0,0,1
111,"""""""Yeah, sweetie.""""""",1,0,0,0,0,0,0
112,"""""""I mean we’re not, we’re not gonna live together anymore?""""""",0,0,0,0,0,1,0
113,"""""""No.""""""",0,0,0,0,0,1,0
114,"""""""I guess so.""""""",1,0,0,0,0,0,0
115,"""""""Here you go. Thank you!""""""",1,0,0,0,0,0,0
116,"""""""Nooo! Nooooo! You lent me Monica's earrings?! I'm not allowed to borrow her stuff!""""""",0,1,0,0,0,0,0
117,"""""""Why not?""""""",1,0,0,0,0,0,0
118,"""""""Because I lose her stuff!""""""",0,1,0,0,0,0,0
119,"""""""Wait, Rach! Where's the other one?""""""",1,0,0,0,0,0,0
120,"""""""Oh what, you-you want both of them?""""""",0,0,0,0,0,0,1
121,"""""""Rachel Karen Green, where's the other earring?!""""""",0,1,0,0,0,0,0
122,"""""""Okay, okay, okay, look, just don't freak out, but I kinda lost it.""""""",0,0,0,1,0,0,0
123,"""""""I know it's in the apartment, but I""""""",1,0,0,0,0,0,0
124,"""""""Well, what am I going to tell Monica? She wants to wear them tonight!""""""",0,0,0,1,0,0,0
125,"""""""Tell her to wear her own earrings.""""""",0,1,0,0,0,0,0
126,"""""""These""""""",1,0,0,0,0,0,0
127,"""""""Uh Phoebe, can I see you for a second?""""""",1,0,0,0,0,0,0
128,"""""""Yeah!""""""",1,0,0,0,0,0,0
129,"""""""What’s going on?""""""",1,0,0,0,0,0,0
130,"""""""Chandler’s gone again!""""""",0,0,0,0,0,0,1
131,"""""""Oh my God! Why would you play hide and seek with someone you know is a flight risk?!""""""",0,0,0,0,0,1,0
132,"""""""Okay. You ready to push again?""""""",1,0,0,0,0,0,0
133,"""""""I already had a baby. Leave me alone.""""""",0,1,0,0,0,0,0
134,"""""""Hey, where's his thing?""""""",0,0,0,0,0,0,1
135,"""""""Chandler's a girl!""""""",0,0,0,0,0,0,1
136,"""""""Oh God, kindergarten flashback.""""""",0,0,0,0,0,0,1
137,"""""""They musta read the sonogram wrong.""""""",0,0,0,0,0,0,1
138,"""""""Cause they, 'cause they thought it was a boy, but Chandler's a girl!""""""",0,0,0,0,0,0,1
139,"""""""Chandler's a girl!""""""",0,0,0,0,0,0,1
140,"""""""Okay, keep saying it!""""""",0,0,0,0,1,0,0
141,"""""""Am I too late?!""""""",1,0,0,0,0,0,0
142,"""""""No-no ah, everything's okay. Everybody's healthy there's 30 fingers and 30 toes.""""""",0,0,0,0,1,0,0
143,"""""""We have our babies?""""""",0,0,0,0,0,0,1
144,"""""""Okay, okay, come on, you can do it. You can do it!""""""",0,0,0,0,1,0,0
145,"""""""Yeah.""""""",0,0,0,0,1,0,0
146,"""""""Oh, we have our babies.""""""",0,0,0,0,1,0,0
147,"""""""Yeah!!""""""",0,0,0,0,1,0,0
148,"""""""Little Leslie is here!""""""",0,0,0,0,1,0,0
149,"""""""We got another one!""""""",0,0,0,0,0,0,1
150,"""""""Oh my God, I can't believe I have two-two children.""""""",0,0,0,0,0,0,1
151,"""""""How scary is that?""""""",0,0,0,0,0,0,1
152,"""""""Come on little Chandler, it's time to be born. Come on little Chandler! Come on!""""""",0,0,0,0,1,0,0
153,"""""""All right, he's coming. He's coming!""""""",0,0,0,0,1,0,0
154,"""""""Hey Toby!""""""",0,0,0,0,1,0,0
155,"""""""Hey Bobby.""""""",1,0,0,0,0,0,0
156,"""""""It’s Bob actually. Hey, you work up here, can you tell me where this Chandler""""""",1,0,0,0,0,0,0
157,"""""""Uhh yeah. Yeah, it’s  right, right down there.  Right there, yeah. Can I ask you why?""""""",1,0,0,0,0,0,0
158,"""""""I want to talk to that bastard, see what his problem is.""""""",0,1,0,0,0,0,0
159,"""""""Okay Bob listen uhh, I’m the reason you didn’t get the job up here.""""""",0,0,0,0,0,1,0
160,"""""""Toby don’t.""""""",0,0,0,0,0,1,0
161,"""""""Bob!""""""",0,0,0,0,0,1,0
162,"""""""Toby! I’m not gonna let you cover for him. Anything you say right now will just get me more upset with Chandler!""""""",0,1,0,0,0,0,0
163,"""""""Thank you.  Oh Joey and look at this crib! It’s so cute!""""""",0,0,0,0,1,0,0
164,"""""""I know! I found it on the street.""""""",0,0,0,0,1,0,0
165,"""""""Are you serious—Really?! It’s in such good condition.""""""",0,0,0,0,0,0,1
166,"""""""Yeah.""""""",1,0,0,0,0,0,0
167,"""""""Wow! Whoa-whoa what’s under the covers?""""""",0,0,0,0,0,0,1
168,"""""""I don’t know.""""""",1,0,0,0,0,0,0
169,"""""""It’s moving.""""""",0,0,0,1,0,0,0
170,"""""""Ew.""""""",0,0,1,0,0,0,0
171,"""""""It’s still——It’s got a tail! Get it out of here! Get it out of here!!""""""",0,0,0,1,0,0,0
172,"""""""Ooh! Ah! Okay!""""""",0,0,0,1,0,0,0
173,"""""""Well, I went over to Kyle’s last night to pick up a few things and we got to reminiscing""""""",1,0,0,0,0,0,0
174,"""""""we talked through most of the night and we realized that the reason we were so angry at each other was because there are still feelings there. So""""""",0,0,0,0,0,1,0
175,"""""""We’re so sorry.""""""",0,0,0,0,0,1,0
176,"""""""That’s all right, we-we don’t need you. In fact, hey I’m over it already.""""""",0,1,0,0,0,0,0
177,"""""""Yeah, and y’know what? I don’t give a tiny rat’s ass.""""""",0,1,0,0,0,0,0
178,"""""""Yeah, we’re gonna go.""""""",1,0,0,0,0,0,0
179,"""""""I’m sorry. Ugh, Pheebs, you were, you were right about her. Y’know, she""""""",0,0,0,0,0,1,0
180,"""""""Oh. Y’know, he hums while he does other stuff to.""""""",1,0,0,0,0,0,0
181,"""""""Yeah, we're better off without them.""""""",0,1,0,0,0,0,0
182,"""""""And y’know, even if they break up again, you’d better not let him in your sad men’s club!""""""",0,1,0,0,0,0,0
183,"""""""Divorced men’s club.""""""",0,0,0,0,0,1,0
184,"""""""Oh just say it Kyle!""""""",0,0,0,0,0,0,1
185,"""""""We’re gonna give it another try.""""""",0,0,0,0,1,0,0
186,"""""""What about her whining and her constant need for attention?!""""""",0,1,0,0,0,0,0
187,"""""""I’m gonna work on that.""""""",1,0,0,0,0,0,0
188,"""""""Oh right, because you’re so capable of change.""""""",0,1,0,0,0,0,0
189,"""""""Y’know, he hums when he pees!""""""",0,1,0,0,0,0,0
190,"""""""I do know.""""""",1,0,0,0,0,0,0
191,"""""""It makes him miss the bowl, but whatever.""""""",0,0,1,0,0,0,0
192,"""""""Why isn’t that valet back with my Porsche?""""""",0,1,0,0,0,0,0
193,"""""""Maybe because you’ve got the keys?""""""",0,1,0,0,0,0,0
194,"""""""This is totally your fault!""""""",0,1,0,0,0,0,0
195,"""""""My fault?! You threatened the judge!""""""",0,1,0,0,0,0,0
196,"""""""Well, you ripped the paper out of the court reporter’s machine!!""""""",0,1,0,0,0,0,0
197,"""""""Phoebe!""""""",1,0,0,0,0,0,0
198,"""""""Yeah?""""""",1,0,0,0,0,0,0
199,"""""""Well, I’m never gonna listen to you again, that’s for sure!""""""",0,1,0,0,0,0,0
200,"""""""'Y’kno"""""""," harm can it do if you go and put your name down?""'""""""",1,0,0,0,0,0
201,"""""""Rachel said that!""""""",0,0,0,0,0,0,1
202,"""""""Well Rachel’s not here!""""""",0,1,0,0,0,0,0
203,"""""""Have you seen Chandler?!""""""",1,0,0,0,0,0,0
204,"""""""No! Why?""""""",1,0,0,0,0,0,0
205,"""""""The woman from the museum called and said that there was a cancellation and that we could move up our wedding and Chandler heard!""""""",0,0,0,1,0,0,0
206,"""""""I know!""""""",0,0,0,1,0,0,0
207,"""""""How bad is this?""""""",0,0,0,1,0,0,0
208,"""""""Well for the regular guy, it’s bad, but Chandler, Oh dear God!""""""",0,0,0,1,0,0,0
209,"""""""I know! I know! And he totally freaked out and I can’t find him anywhere!""""""",0,0,0,1,0,0,0
210,"""""""What are you gonna do?""""""",1,0,0,0,0,0,0
211,"""""""Come on, come on.""""""",1,0,0,0,0,0,0
212,"""""""Damnit, damnit, damnit, damnit.""""""",0,1,0,0,0,0,0
213,"""""""Where does that leave me?""""""",0,0,0,0,0,1,0
214,"""""""You get to be the baby's father.""""""",1,0,0,0,0,0,0
215,"""""""Everyone knows who you are.""""""",1,0,0,0,0,0,0
216,"""""""Who am I?""""""",0,1,0,0,0,0,0
217,"""""""There's Mother's Day, there's Father's Day, there's no... Lesbian Lover Day.""""""",0,0,0,0,0,1,0
218,"""""""Every day is Lesbian Lover Day.""""""",1,0,0,0,0,0,0
219,"""""""This is so great.""""""",0,0,0,0,1,0,0
220,"""""""You wanna explain that?""""""",1,0,0,0,0,0,0
221,"""""""I mean, well, 'cause when I was growing up, you know my dad left, and my mother died, and my stepfather went to jail, so I barely had enough pieces""""""",0,0,0,0,0,1,0
222,"""""""And here's this little baby who has like three whole parents who care about it so much that they're fighting over who gets to love it the most.""""""",0,0,0,0,1,0,0
223,"""""""This is all your fault.""""""",0,1,0,0,0,0,0
224,"""""""And it's not even born yet.""""""",0,0,0,0,0,1,0
225,"""""""It's just, it's just the luckiest baby in the whole world.""""""",0,0,0,0,1,0,0
226,"""""""I'm sorry, you were fighting.""""""",0,0,0,0,0,1,0
227,"""""""This is supposed to be, like, the greatest day of my life, y'know?""""""",0,1,0,0,0,0,0
228,"""""""My son is being born, and I should be in there, you know, instead of stuck in a closet with you.""""""",0,1,0,0,0,0,0
229,"""""""The woman I love is having a baby today. I've been waiting for this just as much as you have.""""""",0,1,0,0,0,0,0
230,"""""""No no no, believe me.""""""",0,1,0,0,0,0,0
231,"""""""No one has been waiting for this as much as I have, ok?""""""",0,1,0,0,0,0,0
232,"""""""And you know what the funny thing is?""""""",1,0,0,0,0,0,0
233,"""""""When this day is over, you get to go home with the baby, ok?""""""",0,1,0,0,0,0,0
234,"""""""Or! Or, we could go to the bank, close our accounts and cut them off at the source.""""""",1,0,0,0,0,0,0
235,"""""""You’re a genius!""""""",0,0,0,0,1,0,0
236,"""""""No, I know!""""""",0,0,0,0,0,0,1
237,"""""""I-I’m sorry, but the moment I touch him, I just wanna throw out my old oath and take a new, dirty one.""""""",0,1,0,0,0,0,0
238,"""""""Well, next time your massaging him, you should try and distract yourself.""""""",1,0,0,0,0,0,0
239,"""""""Yeah! Yeah! Yeah! Like-like when I’m doing something exciting and I don’t wanna get""""""",0,0,0,0,1,0,0
240,"""""""Thank you, Joey.""""""",1,0,0,0,0,0,0
241,"""""""No-no, thank you.""""""",1,0,0,0,0,0,0
242,"""""""Aww, man, now we won’t be bank buddies!""""""",0,0,0,0,0,1,0
243,"""""""Now, there’s two reasons.""""""",1,0,0,0,0,0,0
244,"""""""Hey.""""""",1,0,0,0,0,0,0
245,"""""""Hey!""""""",0,0,0,0,1,0,0
246,"""""""Ohh, you guys, remember that cute client I told you about? I bit him.""""""",1,0,0,0,0,0,0
247,"""""""Where?!""""""",0,0,0,0,0,0,1
248,"""""""On the touchy.""""""",1,0,0,0,0,0,0
249,"""""""And""""""",1,0,0,0,0,0,0
250,"""""""Okay, it's a typical New York City apartment. Two girls are just hanging out.""""""",1,0,0,0,0,0,0
251,"""""""Hi, how are you doing Kelly?""""""",1,0,0,0,0,0,0
252,"""""""I'm doing just fine! God, Tiffany, you smell so great!""""""",0,0,0,0,1,0,0
253,"""""""It's my new perfume. Why don't you come closer where you can""""""",1,0,0,0,0,0,0
254,"""""""Oh, y'know Joey, you are sick!""""""",0,0,1,0,0,0,0
255,"""""""This is disgusting!""""""",0,0,1,0,0,0,0
256,"""""""I'm not reading this!""""""",0,0,1,0,0,0,0
257,"""""""What?! Wait-wait-wait! The handsome man was about to enter!!""""""",0,0,0,0,0,0,1
258,"""""""All right, I'll give you this, Mr. Peanut is a better dresser.""""""",1,0,0,0,0,0,0
259,"""""""I mean he's got the monocle, he's got the top hat...""""""",1,0,0,0,0,0,0
260,"""""""You know he's gay?""""""",1,0,0,0,0,0,0
261,"""""""'I just wanna clarify this: are you outing Mr. Peanut?'""""""",1,0,0,0,0,0,0
262,"""""""Danielle! Hi! Uh- everybody, this is Danielle, Danielle, everybody.""""""",1,0,0,0,0,0,0
263,"""""""Hi. Hi.""""""",1,0,0,0,0,0,0
264,"""""""What are you doing here?""""""",0,0,0,0,0,0,1
265,"""""""Well, what?""""""",1,0,0,0,0,0,0
266,"""""""What?""""""",1,0,0,0,0,0,0
267,"""""""It was my""""""",1,0,0,0,0,0,0
268,"""""""With Carol?  Oh.""""""",0,0,0,0,0,0,1
269,"""""""So in your whole life, you've only been with one——oh.""""""",0,0,0,0,0,0,1
270,"""""""Whoah, boy, hockey was a big mistake! There was a whole bunch of stuff we could've done tonight!""""""",0,0,0,0,0,0,1
271,"""""""What is it?""""""",1,0,0,0,0,0,0
272,"""""""That she left you?""""""",0,0,0,0,0,0,1
273,"""""""That she likes women?""""""",1,0,0,0,0,0,0
274,"""""""That she left you for another woman that likes women?""""""",1,0,0,0,0,0,0
275,"""""""Little louder, okay, I think there's a man on the twelfth floor in a coma that didn't quite hear you...""""""",0,1,0,0,0,0,0
276,"""""""Then what?""""""",1,0,0,0,0,0,0
277,"""""""My first time with Carol was...""""""",1,0,0,0,0,0,0
278,"""""""What?""""""",1,0,0,0,0,0,0
279,"""""""Hi. Where is everybody?""""""",1,0,0,0,0,0,0
280,"""""""Oh, it’s already closed, Chris gave me the keys to lock up-what is wrong?""""""",0,0,0,0,0,1,0
281,"""""""I’m sorry.""""""",0,0,0,0,0,1,0
282,"""""""Seven years.""""""",0,0,0,0,0,1,0
283,"""""""I mean we’ve been together seven years, she’s the only woman who’s ever loved me, and the only woman I’ve-I’ve ever....""""""",0,0,0,0,0,1,0
284,"""""""Aw, God Ross. Oh.""""""",0,0,0,0,0,1,0
285,"""""""My marriage, I think my marriage is um, is kinda over.""""""",0,0,0,0,0,1,0
286,"""""""Oh no! Why?""""""",0,0,0,0,0,0,1
287,"""""""‘Cause Carol’s a lesbian.  And, and I’m not one. And apparently it’s not a mix and match situation.""""""",0,0,0,0,0,1,0
288,"""""""Oh my God! I don’t believe it! Oh, you poor bunny.""""""",0,0,0,0,0,0,1
289,"""""""I’m an idiot.""""""",0,0,1,0,0,0,0
290,"""""""I mean shoulda seen it, I mean Carol and I’d be out and she’d, she’d see some beautiful woman, and, and she’d be Ross y'know look at her, and I’d""""""",0,0,0,0,0,1,0
291,"""""""Aw! Hey, do you think that Susan person is her lover?""""""",1,0,0,0,0,0,0
292,"""""""Well, now I do!!""""""",0,0,0,0,0,0,1
293,"""""""I’ll do it.""""""",1,0,0,0,0,0,0
294,"""""""No you won’t.""""""",1,0,0,0,0,0,0
295,"""""""Look he knows he did a terrible thing and I believe him, he’s sorry.""""""",0,0,0,0,0,1,0
296,"""""""But,  you’ve got one more apology to make, all right, you’ve got to apologize to Mary-Angela.""""""",1,0,0,0,0,0,0
297,"""""""Okay, absolutely!""""""",0,0,0,0,1,0,0
298,"""""""All right.""""""",1,0,0,0,0,0,0
299,"""""""You’ve got it.""""""",1,0,0,0,0,0,0
300,"""""""Cookie, now you can punch him!""""""",0,1,0,0,0,0,0
301,"""""""What?!""""""",0,0,0,0,0,0,1
302,"""""""All right, that's it, I quit.""""""",0,1,0,0,0,0,0
303,"""""""What? I didn't say anything.""""""",0,0,0,0,0,0,1
304,"""""""Yeah, but this  isn't the face of a person who trusts a person.""""""",0,1,0,0,0,0,0
305,"""""""Ok, this  is the face of a person who, you know, doesn't trust a person.""""""",0,1,0,0,0,0,0
306,"""""""I'm sorry. I'm sorry, Phoebe. It's just a little shorter than what we had discussed.""""""",0,0,0,0,0,1,0
307,"""""""Would you relax? I know what I am doing. This is how he wears it.""""""",0,1,0,0,0,0,0
308,"""""""Julie.""""""",1,0,0,0,0,0,0
309,"""""""What?!""""""",0,0,0,0,0,0,1
310,"""""""Look, I'm sorry, all right.""""""",0,0,0,0,0,1,0
311,"""""""I never meant for you to find out!""""""",0,0,0,0,0,1,0
312,"""""""Oh, please, you wanted to get caught.""""""",0,1,0,0,0,0,0
313,"""""""That is not true!""""""",0,1,0,0,0,0,0
314,"""""""Oh, so you just sort of happened to leave it in here?""""""",0,1,0,0,0,0,0
315,"""""""Did it ever occur to you that I might just be that stupid?""""""",0,1,0,0,0,0,0
316,"""""""Ok, Monica. I just have to know one thing. Did you go with her to""""""",0,0,0,0,0,1,0
317,"""""""Jody!""""""",0,0,0,0,0,0,1
318,"""""""You were with Julie?""""""",1,0,0,0,0,0,0
319,"""""""Look, when it started I was just trying to be nice to her because she was my brother's girlfriend.""""""",1,0,0,0,0,0,0
320,"""""""And then, one thing led to another and, before I knew it, we were...shopping.""""""",1,0,0,0,0,0,0
321,"""""""Oh. Oh my God.""""""",0,0,0,0,0,0,1
322,"""""""Honey, wait. We only did it once. It didn't mean anything to me.""""""",0,0,0,0,0,1,0
323,"""""""Yeah, right.  Sure!""""""",0,1,0,0,0,0,0
324,"""""""Really, Rachel, I was thinking of you the whole time.""""""",0,0,0,0,0,1,0
325,"""""""Yeah!""""""",0,0,0,0,0,0,1
326,"""""""I can’t say.""""""",1,0,0,0,0,0,0
327,"""""""Why?!""""""",0,0,0,0,0,0,1
328,"""""""Why not?""""""",0,0,0,0,0,1,0
329,"""""""I can’t say because he’s famous.""""""",1,0,0,0,0,0,0
330,"""""""Oh my God, who is it?!""""""",0,0,0,0,0,0,1
331,"""""""Phoebe, come on, you have to tell us.""""""",0,1,0,0,0,0,0
332,"""""""Okay, okay. It’s James Brolin. James Brolin is the father of my baby.""""""",1,0,0,0,0,0,0
333,"""""""As in Barbara Streisand’s husband James Brolin?""""""",0,0,0,0,0,0,1
334,"""""""What?! Well he never said that to me!""""""",0,0,0,0,0,0,1
335,"""""""In""""""",1,0,0,0,0,0,0
336,"""""""Oh, this life! Oh okay no, Chandler's is worse.""""""",0,0,0,0,0,1,0
337,"""""""It's""""""",1,0,0,0,0,0,0
338,"""""""Man, it must be so cool remembering stuff like that! I don't have any past life memories.""""""",0,0,0,0,1,0,0
339,"""""""Of course you don't sweetie. You're brand new.""""""",1,0,0,0,0,0,0
340,"""""""I know Monica's worst Thanksgiving.""""""",1,0,0,0,0,0,0
341,"""""""Oh, let's not tell this story.""""""",0,0,0,0,0,1,0
342,"""""""Oh, come on!""""""",0,0,0,0,0,1,0
343,"""""""Oh no, I know! I know! It's the one where Joey got Monica's turkey stuck on his head!""""""",0,0,0,0,1,0,0
344,"""""""What?! Joey got a turkey stuck on his head?!""""""",0,0,0,0,0,0,1
345,"""""""Hey, it's not like it sounds.""""""",1,0,0,0,0,0,0
346,"""""""Wendy, we had a deal!  Yeah, you promised! Wendy! Wendy! Wendy!""""""",0,1,0,0,0,0,0
347,"""""""Who was that?""""""",1,0,0,0,0,0,0
348,"""""""Done.""""""",0,0,0,0,1,0,0
349,"""""""Wendy bailed. I have no waitress.""""""",0,0,0,0,0,1,0
350,"""""""Oh... that's too bad. Bye bye.""""""",0,0,0,0,0,1,0
351,"""""""Ten dollars an hour.""""""",1,0,0,0,0,0,0
352,"""""""No.""""""",1,0,0,0,0,0,0
353,"""""""Twelve dollars an hour.""""""",1,0,0,0,0,0,0
354,"""""""Mon. I wish I could, but I've made plans to walk around.""""""",1,0,0,0,0,0,0
355,"""""""You know, Rachel, when you ran out of your wedding, I was there for you.""""""",0,1,0,0,0,0,0
356,"""""""I put a roof over your head, and if that means nothing to you...  twenty dollars an hour.""""""",0,1,0,0,0,0,0
